Date,Open,High,Low,Close,Adj Close,Volume
2022-02-10,14.720000267028809,18.5,13.609999656677246,15.640000343322754,15.640000343322754,7779700
2022-02-11,18.850000381469727,19.25,15.760000228881836,16.280000686645508,16.280000686645508,10037100
2022-02-14,16.5,16.722999572753906,13.550000190734863,15.0,15.0,2666400
2022-02-15,15.0,15.428999900817871,13.550000190734863,14.829999923706055,14.829999923706055,1441000
2022-02-16,15.220000267028809,15.920000076293945,14.930000305175781,15.8100004196167,15.8100004196167,906900
2022-02-17,16.0,22.799999237060547,15.699999809265137,18.1299991607666,18.1299991607666,5383600
2022-02-18,19.5,21.75,18.020000457763672,18.780000686645508,18.780000686645508,5123200
2022-02-22,20.600000381469727,20.795000076293945,19.299999237060547,19.989999771118164,19.989999771118164,1692800
2022-02-23,20.389999389648438,20.530000686645508,18.010000228881836,19.600000381469727,19.600000381469727,1297800
2022-02-24,18.329999923706055,19.860000610351562,18.290000915527344,19.610000610351562,19.610000610351562,1493700
2022-02-25,20.200000762939453,20.360000610351562,18.299999237060547,18.5,18.5,1232800
2022-02-28,18.670000076293945,18.850000381469727,16.649999618530273,17.959999084472656,17.959999084472656,1709300
2022-03-01,17.469999313354492,17.8799991607666,16.363000869750977,17.639999389648438,17.639999389648438,1668800
2022-03-02,17.1299991607666,18.450000762939453,17.06999969482422,17.170000076293945,17.170000076293945,1583100
2022-03-03,17.43000030517578,17.799999237060547,16.700000762939453,17.43000030517578,17.43000030517578,1978100
2022-03-04,17.350000381469727,19.190000534057617,17.1200008392334,18.600000381469727,18.600000381469727,2221000
2022-03-07,18.649999618530273,18.799999237060547,16.549999237060547,16.81999969482422,16.81999969482422,3239100
2022-03-08,17.209999084472656,17.350000381469727,15.84000015258789,15.960000038146973,15.960000038146973,1317700
2022-03-09,16.1299991607666,16.799999237060547,14.720000267028809,16.68000030517578,16.68000030517578,2014900
2022-03-10,16.450000762939453,16.600000381469727,15.6899995803833,16.510000228881836,16.510000228881836,1291100
2022-03-11,16.600000381469727,17.25,16.270000457763672,16.450000762939453,16.450000762939453,867000
2022-03-14,16.309999465942383,17.020000457763672,15.979999542236328,16.229999542236328,16.229999542236328,842400
2022-03-15,16.1200008392334,16.520000457763672,15.75,16.100000381469727,16.100000381469727,760500
2022-03-16,16.440000534057617,17.0,15.859999656677246,16.940000534057617,16.940000534057617,965700
2022-03-17,16.93000030517578,17.110000610351562,16.0,16.950000762939453,16.950000762939453,1436900
2022-03-18,16.459999084472656,16.709999084472656,15.609999656677246,16.65999984741211,16.65999984741211,2518600
2022-03-21,16.940000534057617,16.950000762939453,15.859999656677246,16.200000762939453,16.200000762939453,1091300
2022-03-22,16.100000381469727,17.399999618530273,16.020000457763672,17.1200008392334,17.1200008392334,1580500
2022-03-23,17.100000381469727,18.209999084472656,17.100000381469727,18.1299991607666,18.1299991607666,2043400
2022-03-24,18.0,19.444000244140625,18.0,19.149999618530273,19.149999618530273,2617900
2022-03-25,19.149999618530273,20.80299949645996,19.139999389648438,19.950000762939453,19.950000762939453,2290200
2022-03-28,19.700000762939453,19.989999771118164,18.899999618530273,19.959999084472656,19.959999084472656,1433500
2022-03-29,19.760000228881836,20.200000762939453,19.299999237060547,20.030000686645508,20.030000686645508,1233300
